,0
"Личные установки и ценности, мировоззрение (2043_4)",4.0
Чтение схем/чертежей (ОПТ) (3032_36),2.0
Коммуникабельность (СК) (617_4),2.0
Знание компьютерных программ (3753_35),2.0
Английский язык (ЯС) (1918_32),2.0
Навыки трехмерного моделирования (5475_35),1.0
Разработка рабочей конструкторской документации (5537_35),1.0
Разработка конструкторской документации (7077_10),1.0
"Саморазвитие, обучаемость (СК) (604_4)",1.0
"Ответственность , добросовестность (СК) (614_4)",1.0
Дисциплинированность (СК) (593_4),1.0
Навык работы с офисными компьютерными программами (5249_35),0.0
Кропотливость (СК) (623_4),0.0
"Организаторские способности, лидерство (СК) (393_4)",0.0
Разработка технических заданий (5551_35),0.0
Командность (СК) (1371_4),0.0
Выполнение конструктивных расчетов (5545_35),0.0
Стрессоустойчивость (СК) (601_4),0.0
Аккуратность (СК) (575_4),0.0
Знание нормативной и методической документации (4566_35),0.0
Внимательность (СК) (536_4),0.0
Знания SCAD (5251_10),0.0
Разработка проектной документации (5541_35),0.0
Умение работать в САПР (5244_35),0.0
Руководство проектными работами (6044_35),0.0
Проверка проектной и конструкторской документации (5652_35),0.0
Руководство конструкторским отделом (5674_35),0.0
Подготовка чертежей по специальности или профилю работы (7181_10),0.0
Знание ЕСКД (7062_10),0.0
Конструкторское сопровождение опытного и серийного производства (5518_35),0.0
Согласование конструкторской документации (5543_35),0.0
