,0
"Личные установки и ценности, мировоззрение (2043_4)",52.0
"Ответственность , добросовестность (СК) (614_4)",32.0
ЖКХа общие фразы (2155_29),29.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),29.0
ЖКХа ремонт электрооборудования (2558_29),21.0
Выполнение ремонтных работ (ОПТ) (8285_36),18.0
Дисциплинированность (СК) (593_4),13.0
ЖКХа монтаж электро оборудования (2503_29),13.0
"ЖКХа Заземление и зануление, проверка изоляции (2658_29)",12.0
ЖКХ общепрофессиональные знания по электрике (2153_29),11.0
ЖКХа общие фразы по обслуживанию и ремонту узлов/оборудования (3803_29),10.0
ЖКХа техническое обслуживание электрической части (2669_29),9.0
"ЖКХа Сборка, обслуживание и ремонт узлов электрических сетей и оборудования (2151_29)",7.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",6.0
Внимательность (СК) (536_4),6.0
ЖКХа Техническое обслуживание электрических машин (4101_29),6.0
Аккуратность (СК) (575_4),5.0
Пунктуальность (СК) (612_4),4.0
ЖКХа Умение читать электрические схемы (3681_29),3.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),2.0
ЖКХа Контроль за работой оборудования (3901_29),1.0
