,0
"Ответственность , добросовестность (СК) (614_4)",434.0
Дисциплинированность (СК) (593_4),335.0
"Личные установки и ценности, мировоззрение (2043_4)",207.0
ЖКХа общие фразы (2155_29),178.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),168.0
ЖКХа ремонт электрооборудования (2558_29),153.0
Выполнение ремонтных работ (ОПТ) (8285_36),147.0
ЖКХа монтаж электро оборудования (2503_29),70.0
ЖКХа общие фразы по обслуживанию и ремонту узлов/оборудования (3803_29),56.0
Аккуратность (СК) (575_4),53.0
ЖКХ общепрофессиональные знания по электрике (2153_29),53.0
ЖКХа Контроль за работой оборудования (3901_29),50.0
Пунктуальность (СК) (612_4),48.0
ЖКХа Умение читать электрические схемы (3681_29),47.0
"ЖКХа монтаж, ремонт и обслуживание  электрических сетей и оборудования (2150_29)",46.0
"ЖКХа Сборка, обслуживание и ремонт узлов электрических сетей и оборудования (2151_29)",32.0
"ЖКХа Заземление и зануление, проверка изоляции (2658_29)",30.0
ЖКХа техническое обслуживание электрической части (2669_29),26.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),25.0
Внимательность (СК) (536_4),22.0
ЖКХа Техническое обслуживание электрических машин (4101_29),22.0
