,0
Ведение переговоров (Логистика) (3689_37),0.0
Активность (СК) (576_4),0.0
"Саморазвитие, обучаемость (СК) (604_4)",0.0
Самостоятельность (СК) (603_4),0.0
Стрессоустойчивость (СК) (601_4),0.0
Организация показов/просмотров (Риэлтор) (7978_37),0.0
Обучение рынку недвижимости (Риэлтор) (8329_37),0.0
Навыки продаж (Логистика) (7811_37),0.0
Работа с клиентами (3966_37),0.0
Пунктуальность (СК) (612_4),0.0
Работа в CRM-системе (Логистика) (7742_37),0.0
Презентация недвижимости (Риэлтор) (7806_37),0.0
Ведение деловой переписки (4590_37),0.0
"Организаторские способности, лидерство (СК) (393_4)",0.0
Амбициозность (СК) (1367_4),0.0
Высокая работоспособность (СК) (586_4),0.0
Инициативность (СК) (610_4),0.0
"Ответственность , добросовестность (СК) (614_4)",0.0
Знание пакета MS OFFICE (Логистика) (4199_37),0.0
Командность (СК) (1371_4),0.0
Знания.Программы.Офисное ПО/ПК и оргтехника.Логистика (4064_37),0.0
Сопровождение сделок (Логистика) (5266_37),0.0
Работа с документами (Логистика) (3969_37),0.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),0.0
Нравственность (СК) (622_4),0.0
Трудолюбие (СК) (597_4),0.0
"Личные установки и ценности, мировоззрение (2043_4)",0.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",0.0
Коммуникабельность (СК) (617_4),0.0
Дисциплинированность (СК) (593_4),0.0
Уверенность (СК) (591_4),0.0
Грамотность (СК) (1368_4),0.0
Заключение договоров (3483_37),0.0
Доброжелательность (СК) (1126_4),0.0
Целеустремленность (СК) (588_4),0.0
