,0
"Ответственность , добросовестность (СК) (614_4)",314.0
Дисциплинированность (СК) (593_4),196.0
"Личные установки и ценности, мировоззрение (2043_4)",191.0
Формирование железобетонных изделий и конструкций (4318_35),92.0
Формовка (в общем) (4324_35),85.0
Укладка в форму арматурных сеток и каркасов (4320_35),75.0
"Саморазвитие, обучаемость (СК) (604_4)",57.0
Аккуратность (СК) (575_4),47.0
Высокая работоспособность (СК) (586_4),42.0
Командность (СК) (1371_4),35.0
Внимательность (СК) (536_4),35.0
Сборка литейных форм (4433_35),32.0
Чтение схем/чертежей (ОПТ) (3032_36),27.0
Изготовление кондитерских изделий (4237_35),27.0
Пунктуальность (СК) (612_4),25.0
Укладка бетонной смеси (4443_35),25.0
Склонность к здоровому образу жизни (СК) (1662_4),22.0
Формовка литейная ручная (4329_35),21.0
Набивка и трамбовка форм (4429_35),19.0
Расформовка изделия (4319_35),15.0
Коммуникабельность (СК) (617_4),14.0
Трудолюбие (СК) (597_4),12.0
Изготовление форм (4446_35),10.0
Сборка несложных узлов и конструкций (3923_35),10.0
Формовка изделий из композитных материалов (4325_35),6.0
Формовка литейная машинная (4330_35),5.0
Установка и проверка стержней (4432_35),5.0
Формовка в опоках (4334_35),4.0
