,0
"Ответственность , добросовестность (СК) (614_4)",152.0
Дисциплинированность (СК) (593_4),92.0
"Личные установки и ценности, мировоззрение (2043_4)",76.0
Пунктуальность (СК) (612_4),27.0
Умение управлять автогрейдером (5389_10),13.0
Коммуникабельность (СК) (617_4),12.0
Внимательность (СК) (536_4),10.0
Командность (СК) (1371_4),10.0
Планировочные работы при помощи автогрейдера (5378_10),9.0
Соблюдение правил охраны труда (ОПТ) (3790_36),8.0
Обслуживание и ремонт автогрейдера (5753_10),8.0
Высокая работоспособность (СК) (586_4),7.0
Аккуратность (СК) (575_4),6.0
Содержание техники в исправном состоянии (4981_10),6.0
Заправка автогрейдера ГСМ (5742_10),5.0
Умение проводить техническое обслуживание автогрейдера (5744_10),5.0
Выполнение ремонтных работ (ОПТ) (8285_36),4.0
Знание правил ОТ и ПБ (6013_10),4.0
Знание технического устройства автогрейдера (5757_10),4.0
Умение проводить техническое обслуживание техники (5745_10),3.0
Нравственность (СК) (622_4),3.0
Профилирование дорог (5381_10),3.0
Срезка грунта (5046_10),3.0
Очистка дорожного полотна (5376_10),3.0
Стрессоустойчивость (СК) (601_4),2.0
Соблюдение требований техники безопасности и правил эксплуатации (4980_10),2.0
Умение устранять неисправности (3345_10),1.0
Очистка дорожного полотна и территорий (5913_10),1.0
Выполнение работ автогрейдером ДЗ-98 (5809_10),1.0
Обслуживание технологических дорог (5748_10),0.0
ТО и Р техники (6134_10),0.0
Выполнение работ на строительных площадках (4996_10),0.0
Планировочные работы (5021_10),0.0
Сооружение насыпей (3141_10),0.0
Планировочные дорожные работы (3133_10),0.0
Выполнение механизированных работ автогрейдером (6004_10),0.0
