,0
"Ответственность , добросовестность (СК) (614_4)",171.0
"Личные установки и ценности, мировоззрение (2043_4)",152.0
Коммуникабельность (СК) (617_4),80.0
Дисциплинированность (СК) (593_4),64.0
"Саморазвитие, обучаемость (СК) (604_4)",55.0
ЖКХи обеспечение документооборота (2902_29),53.0
ЖКХи пользователь ПК (2898_29),43.0
"Организаторские способности, лидерство (СК) (393_4)",38.0
Пунктуальность (СК) (612_4),32.0
Командность (СК) (1371_4),31.0
ХКХи Техническая консультация (3714_29),29.0
Стрессоустойчивость (СК) (601_4),27.0
"ЖКХ Подготовка данных, составление и ведение отчетности (2905_29)",25.0
ХКХ Работа с договорами (3684_29),25.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",25.0
Выполнение ремонтных работ (ОПТ) (8285_36),25.0
ЖКХи Взаимодействие (3919_29),24.0
Аккуратность (СК) (575_4),21.0
Внимательность (СК) (536_4),21.0
Целеустремленность (СК) (588_4),20.0
ЖКХи Обеспечение планирования (3686_29),19.0
ХКХ Работа с заявками на ТМЦ (3707_29),17.0
Английский язык (ЯС) (1918_32),15.0
ЖКХ работа с проектной документацией (2903_29),15.0
ЖКХи  организация эксплуатации оборудования/систем/сетей (2892_29),14.0
Чтение схем/чертежей (ОПТ) (3032_36),13.0
ХКХи Организация и ведение установленных форм учета (3716_29),12.0
Инициативность (СК) (610_4),11.0
ХКХи проведение профилактических работ (3768_29),10.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),9.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),9.0
ЖКХи  организация и проведение тендеров (3736_29),2.0
ХКХ бюджетирование (3683_29),0.0
