,0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),111.0
"Личные установки и ценности, мировоззрение (2043_4)",86.0
Монтаж/установка опалубки (305_10),85.0
"Ответственность , добросовестность (СК) (614_4)",53.0
Дисциплинированность (СК) (593_4),32.0
Чтение схем/чертежей (ОПТ) (3032_36),30.0
Коммуникабельность (СК) (617_4),18.0
Командность (СК) (1371_4),10.0
Трудолюбие (СК) (597_4),6.0
Высокая работоспособность (СК) (586_4),4.0
Пунктуальность (СК) (612_4),1.0
"Самоорганизация, отношение себе  (СК) (1629_4)",1.0
Аккуратность (СК) (575_4),1.0
Внимательность (СК) (536_4),0.0
Склонность к здоровому образу жизни (СК) (1662_4),0.0
