,0
Высокая работоспособность (СК) (586_4),74.0
"Личные установки и ценности, мировоззрение (2043_4)",71.0
"Ответственность , добросовестность (СК) (614_4)",62.0
Дисциплинированность (СК) (593_4),52.0
Монтаж/установка опалубки (305_10),28.0
Укладка/заливка бетонной смеси при возведении простых конструкций (249_10),15.0
Чтение схем/чертежей (ОПТ) (3032_36),10.0
Внимательность (СК) (536_4),7.0
Аккуратность (СК) (575_4),7.0
Трудолюбие (СК) (597_4),6.0
"Самоорганизация, отношение себе  (СК) (1629_4)",6.0
Пунктуальность (СК) (612_4),5.0
Командность (СК) (1371_4),5.0
Коммуникабельность (СК) (617_4),3.0
Склонность к здоровому образу жизни (СК) (1662_4),3.0
