,0
"Личные установки и ценности, мировоззрение (2043_4)",302.0
Коммуникабельность (СК) (617_4),206.0
"Ответственность , добросовестность (СК) (614_4)",204.0
Стрессоустойчивость (СК) (601_4),180.0
"Организаторские способности, лидерство (СК) (393_4)",150.0
Пунктуальность (СК) (612_4),143.0
Ведение записи клиентов с распределением нагрузки на специалистов (2242_33),143.0
Грамотность (СК) (1368_4),136.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",129.0
"Саморазвитие, обучаемость (СК) (604_4)",112.0
"Ведение расчетно-кассовых операций и кассовой документации, работа с кассой (2057_33)",111.0
"Координация деятельности офиса, руководства и сотрудников (3352_33)",106.0
Информирование и консультирование клиентов/заказчиков (2498_33),92.0
"Многозадачность, интенсивность (СК) (627_4)",91.0
Аккуратность (СК) (575_4),88.0
Доброжелательность (СК) (1126_4),82.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",81.0
Командность (СК) (1371_4),77.0
Внимательность (СК) (536_4),71.0
Активность (СК) (576_4),71.0
Дисциплинированность (СК) (593_4),69.0
"Ведение базы данных клиентов, CRM (2472_33)",67.0
"Консультирование клиентов/покупателей по ассортименту, продукции, товарам, услугам (2970_33)",66.0
"Организация и обеспечение эффективного обслуживания покупателей: координация процессов обслуживания покупателей, контроль и повышение качества (2195_33)",64.0
Ведение отчетности и разработка регламентов (2239_33),59.0
Прием посетителей (1971_33),46.0
Целеустремленность (СК) (588_4),44.0
Вежливость (СК) (581_4),40.0
"Обеспечение выполнения планов, достижения показателей, роста KPI-показателей (2204_33)",27.0
Английский язык (ЯС) (1918_32),21.0
