,0
"Бюджет доходов и расходов (БДР): формирование, анализ, контроль (3108_8)",6.0
Знание 1С (2742_8),6.0
Пользователь ПК (922_8),6.0
"Личные установки и ценности, мировоззрение (2043_4)",3.0
Знание компьютерных офисных программ (1027_8),1.0
"Ответственность , добросовестность (СК) (614_4)",1.0
Дисциплинированность (СК) (593_4),1.0
Составление управленческой отчетности (1587_8),0.0
Анализ экономической эффективности деятельности компаний (3070_8),0.0
"Саморазвитие, обучаемость (СК) (604_4)",0.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),0.0
Бизнес-план (3397_8),0.0
(О) Работать с программой 1С (847_8),0.0
Государственные закупки (3244_8),0.0
(О) Анализ финансово-хозяйственной деятельности (1217_8),0.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",0.0
"Методическая работа: разработка, актуализация, внедрение, реализация (3833_8)",0.0
Компьютерные программы для ведения бухгалтерского учета (129_8),0.0
"Многозадачность, интенсивность (СК) (627_4)",0.0
Стрессоустойчивость (СК) (601_4),0.0
(О) Ведение управленческого учета (652_8),0.0
Бюджетирование (2871_8),0.0
Формирование бюджета (3098_8),0.0
"Анализ себестоимости продукции, выполняемых работ (2855_8)",0.0
Внимательность (СК) (536_4),0.0
