,0
"Личные установки и ценности, мировоззрение (2043_4)",677.0
Автоэлектрик - диагностика неисправностей электрооборудования (3247_31),588.0
"Ответственность , добросовестность (СК) (614_4)",529.0
Автоэлектрик - Диагностика и ремонт электрооборудования (3722_31),472.0
Автоэлектрик - обобщенные знания - знание устройства узлов и агрегатов транспортных средств (3749_31),341.0
Автоэлектрик - обобщенные умения - поиск и устранение неисправностей (3724_31),332.0
Дисциплинированность (СК) (593_4),318.0
Аккуратность (СК) (575_4),255.0
Автослесарь - Базовые знания в области конструкции и характеристик АТС (2224_31),185.0
Автослесарь - Конкретные умения – диагностика (2261_31),175.0
Автоэлектрик - установщик дополнительного оборудования и систем сигнализации (2165_31),174.0
Автоэлектрик - обобщенные умения - работа с электропроводкой и электрическими цепями (3728_31),158.0
Внимательность (СК) (536_4),156.0
Автоэлектрик - обобщенные умения - работа с электрическими схемами (3725_31),155.0
Пунктуальность (СК) (612_4),151.0
Автоэлектрик - умение работать на диагностическом оборудовании (3266_31),141.0
Автоэлектрик - ремонт и обслуживание электрооборудование грузовых ТС (2181_31),121.0
"Саморазвитие, обучаемость (СК) (604_4)",116.0
Автоэлектрик - ремонт автоэлектроники различных ТС (2177_31),114.0
Выполнение ремонтных работ (ОПТ) (8285_36),106.0
Автослесарь - Конкретные умения – Обслуживание и ремонт электрооборудования (2440_31),92.0
"Автослесарь - Конкретные умения – Ремонт агрегатов - Общие работы по ремонту, сборке/разборке, восстановлению (3823_31)",55.0
Автоэлектрик - знание диагностического оборудования (3263_31),26.0
Автоэлектрик - конкретные умения - ремонт и обслуживание электрооборудование спецтехники (2176_31),26.0
Автоэлектрик - обобщенные умения - проведение профилактического осмотра электрооборудования (3727_31),16.0
