,0
"Личные установки и ценности, мировоззрение (2043_4)",49.0
Аккуратность (СК) (575_4),44.0
"Обеспечение и поддержание чистоты и порядка на столах, в торговом зале и других помещениях предприятия питания (1469_9)",32.0
"Ответственность , добросовестность (СК) (614_4)",30.0
"Соблюдение правил этикета и стандартов обслуживания, принятых в сфере питания (1458_9)",20.0
Дисциплинированность (СК) (593_4),20.0
Коммуникабельность (СК) (617_4),20.0
"Сервировка столов до, во время и после обслуживания гостей предприятия питания (487_9)",19.0
Обслуживание гостей в сфере питания (485_9),17.0
Высокая работоспособность (СК) (586_4),17.0
Командность (СК) (1371_4),16.0
Пунктуальность (СК) (612_4),13.0
Прием и оформление заказа на продукцию или услуги предприятия питания (490_9),11.0
Доброжелательность (СК) (1126_4),9.0
"Саморазвитие, обучаемость (СК) (604_4)",8.0
"Прием и выполнение заказов по бару, приготовление, хранение, выкладка, отдача и продажа различных напитков и другой продукции бара (1461_9)",7.0
Выполнение заказов в сфере питания (493_9),6.0
Активность (СК) (576_4),6.0
"Консультирование  гостей по выбору блюд и напитков, рекомендация блюд и напитков (3447_9)",6.0
"Выполнение стандартов обслуживания и правил этикета, создание атмосферы гостеприимства (1470_9)",5.0
"Уборка, мытье столов, посуды и столовых приборов (сфера питания) (2090_9)",5.0
Вежливость (СК) (581_4),4.0
"Знание этикета, стандартов сервировки столов и обслуживания гостей (1457_9)",3.0
"Позитивность, оптимизм (СК) (607_4)",3.0
Нравственность (СК) (622_4),2.0
"Знание меню, барной и винной карты, ассортимента дополнительных услуг и сопутствующей продукции (699_9)",2.0
Работа на кассе предприятия питания (3013_9),2.0
Приготовление кофе и кофейных напитков (3503_9),2.0
Стрессоустойчивость (СК) (601_4),2.0
