,0
Шлифовальные работы (3779_35),134.0
Работа на шлифовальных станках определенной группы (3780_35),78.0
"Личные установки и ценности, мировоззрение (2043_4)",68.0
Чтение схем/чертежей (ОПТ) (3032_36),48.0
Использование контрольно-измерительных инструментов (3479_35),35.0
Доводочные операции (3452_35),16.0
Кропотливость (СК) (623_4),10.0
Шлифовальные работы по металлу (3784_35),10.0
"Ответственность , добросовестность (СК) (614_4)",8.0
Высокая работоспособность (СК) (586_4),7.0
Внимательность (СК) (536_4),3.0
"Подбор, установка и правка шлифовальных кругов (3793_35)",3.0
Наладка и настройка шлифовальных станков (3806_35),2.0
Механическая обработка металлов (3498_35),1.0
Дисциплинированность (СК) (593_4),1.0
Аккуратность (СК) (575_4),0.0
Обработка деталей и заготовок (3894_35),0.0
Установка деталей различными способами (3545_35),0.0
