,0
"Личные установки и ценности, мировоззрение (2043_4)",124.0
"Автослесарь - Конкретные умения – Ремонт агрегатов - Общие работы по ремонту, сборке/разборке, восстановлению (3823_31)",108.0
Автослесарь - Базовые умения по комплексному ТО и Р автотранспорта (2091_31),105.0
Автослесарь - Конкретные умения – диагностика (2261_31),80.0
Дисциплинированность (СК) (593_4),75.0
"Ответственность , добросовестность (СК) (614_4)",69.0
Автоэлектрик - диагностика неисправностей электрооборудования (3247_31),53.0
Автоэлектрик - конкретные умения - диагностика и ремонт ходовой части (3723_31),39.0
Автослесарь - Базовые знания в области конструкции и характеристик АТС (2224_31),39.0
Выполнение ремонтных работ (ОПТ) (8285_36),32.0
Автоэлектрик - обобщенные знания - знание устройства узлов и агрегатов транспортных средств (3749_31),31.0
Коммуникабельность (СК) (617_4),21.0
Аккуратность (СК) (575_4),19.0
"Автослесарь - Конкретные умения – предрейсовый осмотр, профилактический осмотр, техосмотр (2262_31)",18.0
Пунктуальность (СК) (612_4),13.0
Автослесарь - Конкретные умения – Ходовая часть - Общие работы по обслуживанию и ремонту систем снизу автомобиля (3830_31),12.0
Высокая работоспособность (СК) (586_4),10.0
Нравственность (СК) (622_4),9.0
Автослесарь - Конкретные умения – Ремонт агрегатов - Ремонтные работы по двигателю и трансмиссии (3818_31),9.0
Командность (СК) (1371_4),8.0
Внимательность (СК) (536_4),6.0
Трудолюбие (СК) (597_4),6.0
Склонность к здоровому образу жизни (СК) (1662_4),5.0
"Саморазвитие, обучаемость (СК) (604_4)",3.0
