,0
Дисциплинированность (СК) (593_4),140.0
Исполнение инструкций и правил машинистом метрополитена (1924_28),127.0
"Личные установки и ценности, мировоззрение (2043_4)",99.0
Обеспечение безопасности перевозок и культуры обслуживания ( машинист метрополитена) (1927_28),78.0
Управление локомотивами (РЖД) (3677_23),66.0
Выполнение маневровой работы машинистом метрополитена (1920_28),56.0
Техническое обслуживание поездов (машинист РЖД) (1848_23),51.0
Выполнение маневровой работы (составитель поездов) (3671_23),51.0
Высокая работоспособность (СК) (586_4),46.0
Управление электропоездом метрополитена (1913_28),41.0
Пунктуальность (СК) (612_4),40.0
Коммуникабельность (СК) (617_4),25.0
Командность (СК) (1371_4),20.0
Инициативность (СК) (610_4),16.0
"Знания правил, инструкций машиниста метрополитена (1923_28)",15.0
Знание правил подготовки и управления поездом (машинист РЖД) (3765_23),12.0
"Устранение неисправностей, возникших в пути следования (машинист РЖД) (3789_23)",8.0
Контроль за правильностью сцепления поезда с первым вагоном (машинист РЖД) (3788_23),7.0
Выполнение графика движения машистом метрополитена (1921_28),5.0
