,0
Административные функции (61_3),57.0
"Личные установки и ценности, мировоззрение (2043_4)",44.0
Дисциплинированность (СК) (593_4),36.0
Выполнение МК (2782_3),22.0
Выполнение НК (2727_3),16.0
Выполнение УЗК (2752_3),12.0
"Контроль  сварки/резки, измерение (71_3)",7.0
Средства контроля (2726_3),7.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),6.0
Выполнение РК (2751_3),5.0
Пунктуальность (СК) (612_4),5.0
"Чтение чертежей, документации (68_3)",4.0
"Знание НТД, НД, ПТД (2712_3)",4.0
"Организаторские способности, лидерство (СК) (393_4)",4.0
Выполнение ВИК (2762_3),3.0
Исполнительная документация по НК (2730_3),1.0
Разрешительная и исполнительная документация (2690_3),1.0
Обеспечение качества выпускаемой продукции (2711_3),0.0
