,0
Административные функции (61_3),185.0
"Личные установки и ценности, мировоззрение (2043_4)",171.0
Дисциплинированность (СК) (593_4),120.0
Выполнение НК (2727_3),101.0
Выполнение УЗК (2752_3),69.0
Средства контроля (2726_3),67.0
"Контроль  сварки/резки, измерение (71_3)",60.0
Выполнение РК (2751_3),55.0
Выполнение МК (2782_3),49.0
"Организаторские способности, лидерство (СК) (393_4)",49.0
Выполнение ВИК (2762_3),23.0
"Чтение чертежей, документации (68_3)",22.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),22.0
Пунктуальность (СК) (612_4),16.0
Разрешительная и исполнительная документация (2690_3),10.0
"Знание НТД, НД, ПТД (2712_3)",9.0
Исполнительная документация по НК (2730_3),5.0
Обеспечение качества выпускаемой продукции (2711_3),3.0
