,0
"Личные установки и ценности, мировоззрение (2043_4)",77.0
Административные функции (61_3),76.0
Выполнение РК (2751_3),51.0
Средства контроля (2726_3),39.0
"Контроль  сварки/резки, измерение (71_3)",38.0
Выполнение НК (2727_3),37.0
Исполнительная документация по НК (2730_3),37.0
Выполнение ВИК (2762_3),31.0
Разрешительная и исполнительная документация (2690_3),20.0
Выполнение МК (2782_3),19.0
Составление/формирование/подготовка отчетности (ОПТ) (3911_36),14.0
Выполнение УЗК (2752_3),13.0
"Знание НТД, НД, ПТД (2712_3)",10.0
Обеспечение качества выпускаемой продукции (2711_3),9.0
"Организаторские способности, лидерство (СК) (393_4)",7.0
Дисциплинированность (СК) (593_4),3.0
"Чтение чертежей, документации (68_3)",2.0
Пунктуальность (СК) (612_4),2.0
