,0
"Ответственность , добросовестность (СК) (614_4)",984.0
Дисциплинированность (СК) (593_4),756.0
"Личные установки и ценности, мировоззрение (2043_4)",460.0
Выполнение ремонтных работ (ОПТ) (8285_36),333.0
ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),282.0
Аккуратность (СК) (575_4),145.0
ЖКХс Ремонт и техническое обслуживание сантехнического и теплотехнического оборудования (6094_29),125.0
Склонность к здоровому образу жизни (СК) (1662_4),120.0
Коммуникабельность (СК) (617_4),98.0
ЖКХ фразы слишком широкой формулировки по монтажу сантехнических систем (2523_29),57.0
Командность (СК) (1371_4),56.0
"ЖКХс Монтаж, установка, замена/ремонт радиаторов отопления (8115_29)",39.0
