,0
Внимательность (СК) (536_4),1.0
"Ответственность , добросовестность (СК) (614_4)",1.0
Грамотность (СК) (1368_4),0.0
"Знание ПК, различных операционных систем, офисных программ (2286_33)",0.0
"Встречи и переговоры: планирование, организация, координация, сопровождение, участие в проведении встреч и переговоров (3079_33)",0.0
Английский язык (ЯС) (1918_32),0.0
"Организация командировок сотрудников, руководителя и сопровождающих его лиц. Travel-поддержка (2252_33)",0.0
Ведение делопроизводства (2047_33),0.0
Выполнение поручений руководителя (ОПТ) (3036_36),0.0
Аккуратность (СК) (575_4),0.0
Пунктуальность (СК) (612_4),0.0
"Организаторские способности, лидерство (СК) (393_4)",0.0
"Личные установки и ценности, мировоззрение (2043_4)",0.0
