,0
"Ответственность , добросовестность (СК) (614_4)",136.0
"Личные установки и ценности, мировоззрение (2043_4)",123.0
ЖКХс Ремонт и обслуживание сантехнических и теплотехнических систем и  оборудования (6084_29),78.0
Выполнение ремонтных работ (ОПТ) (8285_36),77.0
Дисциплинированность (СК) (593_4),66.0
ЖКХс Ремонт и техническое обслуживание сантехнического и теплотехнического оборудования (6094_29),50.0
ЖКХс Осуществление сантехнических работ (8067_29),40.0
ЖКХс Опыт выполнения сантехнических работ (8081_29),39.0
Аккуратность (СК) (575_4),31.0
Высокая работоспособность (СК) (586_4),30.0
Выполнение монтажных/демонтажных работ (ОПТ) (8301_36),30.0
ЖКХс Выполнение сантехнических и теплотехнических работ (6069_29),30.0
"ЖКХс Монтаж, установка, замена/ремонт радиаторов отопления (8115_29)",29.0
Пунктуальность (СК) (612_4),25.0
ЖКХ фразы слишком широкой формулировки по монтажу сантехнических систем (2523_29),21.0
"ЖКХс общие фразы по обслуживанию, ремонту, сборке  различных деталей, узлов и оборудования (8281_29)",20.0
Нравственность (СК) (622_4),20.0
"ЖКХс ремонт и обслуживание внутренних инженерных систем (отопление, водоснабжение, канализация) и оборудования (2656_29)",19.0
Коммуникабельность (СК) (617_4),19.0
"ЖКХс ремонт инженерных систем (отопление, водоснабжение, канализация) и оборудования (8271_29)",18.0
ЖКХ Монтаж ГВС и ХВС (2524_29),17.0
ЖКХа техническое обслуживание электротехнического оборудования (2792_29),14.0
ЖКХсс монтаж/демонтаж трубопроводов из различных материалов (8366_29),13.0
ЖКХс ремонт наружных и внутренних инженерных систем и оборудования (8272_29),13.0
Чтение схем/чертежей (ОПТ) (3032_36),10.0
ЖКХс Монтаж сантехнических и теплотехнических систем и оборудования (6085_29),10.0
ЖКХ Монтаж систем отопления (2525_29),10.0
Внимательность (СК) (536_4),10.0
Трудолюбие (СК) (597_4),9.0
"ЖКХс Монтаж, установка, замена, настройка и испытание сантехнических систем (8091_29)",8.0
ЖКХс Ремонт и техническое обслуживание систем  отопления и ГВС (8279_29),8.0
ЖКХс знать сантехнические работы (8072_29),7.0
ЖКХ Монтаж канализации (2527_29),7.0
Стрессоустойчивость (СК) (601_4),6.0
Выполнение поручений руководителя (ОПТ) (3036_36),5.0
"Саморазвитие, обучаемость (СК) (604_4)",4.0
"ЖКХ Подготовка данных, составление и ведение отчетности (2905_29)",4.0
ЖКХ Знание инженерных систем зданий и сооружений (2565_29),4.0
ЖКХи Снятие и обработка показаний приборов учета (2887_29),4.0
"ЖКХс Монтаж, установка, ремонт, замена оборудования сан-узлов (8120_29)",3.0
ЖКХс Монтаж систем  отопления и ГВС (8116_29),3.0
"ЖКХс Монтаж, установка, замена, ремонт и техническое обслуживание различных типов смесителей (8117_29)",1.0
"ЖКХс Монтаж, установка, замена и ремонт различных типов унитаза (8123_29)",0.0
