,0
"Ответственность , добросовестность (СК) (614_4)",199.0
Дисциплинированность (СК) (593_4),95.0
"Саморазвитие, обучаемость (СК) (604_4)",84.0
Разработка проектной документации (СПК в строительстве) (6933_10),78.0
Разработка рабочей документации (6972_10),62.0
Знание AutoCAD (3072_10),49.0
Пунктуальность (СК) (612_4),41.0
Внимательность (СК) (536_4),33.0
Выполнение расчетов (6973_10),33.0
"Восприятие, мышление, внимание, память (УСК) (1330_4)",28.0
Инициативность (СК) (610_4),21.0
Уверенный пользователь AutoCad (6976_10),21.0
Подбор оборудования (7184_10),20.0
Аккуратность (СК) (575_4),20.0
Проектирования объектов (6977_10),18.0
Самостоятельность (СК) (603_4),18.0
Участие в подготовке заданий на разработку проектных решений (6980_10),16.0
Высокая работоспособность (СК) (586_4),15.0
Оформление КС (5667_10),9.0
Надзор за строительством (6981_10),8.0
Кропотливость (СК) (623_4),7.0
Трудолюбие (СК) (597_4),6.0
Знание компьютерных офисных программ (строительство) (4252_10),6.0
Английский язык (ЯС) (1918_32),6.0
Проектирование систем отопления (6991_10),6.0
Выезды на объекты (6986_10),5.0
"Организаторские способности, лидерство (СК) (393_4)",5.0
Согласование технических решений (7001_10),4.0
Контроль выполнения работ (7013_10),4.0
Составление графиков (6998_10),2.0
Подготовка технических заданий (6983_10),2.0
Защита проекта в вышестоящих организациях (7007_10),2.0
Сопровождение проектной документации (6993_10),1.0
Прохождения экспертизы (6978_10),1.0
Выполнение комплекса геодезических работ (1410_10),1.0
Подготовка данных для заключения договоров (7017_10),0.0
Анализ проектной документации (7025_10),0.0
